,index,Gender,EthnicGroup,ParentEducation,LunchType,No: of Siblings,TransportMeans,WeeklyStudyHours,MathScore,ReadingScore,WritingScore
10770,14722,0,group D,some college,standard,7,private,5 - 10,58,61,69
10771,14724,0,group C,master's degree,standard,2,private,5 - 10,76,91,82
10772,14726,0,group D,some high school,standard,4,school_bus,< 5,45,59,57
10773,14728,0,group D,bachelor's degree,free/reduced,1,school_bus,5 - 10,54,63,74
10774,14729,0,group A,some college,standard,3,private,5 - 10,84,84,88
10775,14730,0,group A,some college,standard,0,school_bus,< 5,68,73,73
10776,14731,0,group C,some high school,free/reduced,5,private,5 - 10,76,74,72
10777,14732,0,group E,some high school,standard,3,private,< 5,64,57,57
10778,14733,0,group C,some college,free/reduced,0,school_bus,< 5,76,81,83
10779,14734,0,group D,some high school,free/reduced,3,school_bus,> 10,39,47,38
10780,14735,0,group D,associate's degree,free/reduced,1,school_bus,5 - 10,67,75,63
10781,14737,0,group B,bachelor's degree,standard,2,school_bus,< 5,64,66,63
10782,14738,0,group D,associate's degree,standard,0,private,< 5,85,81,86
10783,14739,0,group C,bachelor's degree,standard,4,private,5 - 10,55,59,54
10784,14742,0,group C,master's degree,free/reduced,1,private,> 10,73,81,86
10785,14743,0,group C,some high school,free/reduced,0,school_bus,5 - 10,43,62,50
10786,14744,0,group C,bachelor's degree,standard,2,school_bus,< 5,67,69,65
10787,14745,0,group B,associate's degree,standard,2,private,5 - 10,81,77,72
10788,14746,0,group A,bachelor's degree,free/reduced,3,school_bus,5 - 10,88,89,93
10789,14747,0,group D,bachelor's degree,free/reduced,0,school_bus,5 - 10,70,62,68
10790,14748,0,group D,bachelor's degree,standard,7,private,> 10,100,100,99
10791,14749,0,group D,some high school,free/reduced,3,school_bus,5 - 10,54,68,75
10792,14750,0,group B,bachelor's degree,standard,2,school_bus,5 - 10,69,75,74
10793,14751,0,group C,some college,standard,1,school_bus,5 - 10,70,70,67
10794,14752,0,group C,bachelor's degree,standard,4,private,< 5,96,98,98
10795,14753,0,group D,some college,standard,2,private,5 - 10,78,65,64
10796,14755,0,group C,bachelor's degree,standard,1,private,5 - 10,74,73,73
10797,14757,0,group B,some high school,standard,1,school_bus,< 5,59,48,47
10798,14758,0,group D,some college,standard,1,private,5 - 10,80,70,72
10799,14759,0,group C,some college,free/reduced,2,school_bus,5 - 10,75,72,72
10800,14760,0,group C,high school,standard,2,school_bus,5 - 10,67,72,69
10801,14761,0,group C,high school,standard,4,private,> 10,46,48,45
10802,14762,0,group C,master's degree,standard,2,private,5 - 10,57,63,68
10803,14763,0,group E,some college,standard,1,school_bus,5 - 10,80,67,69
10804,14764,0,group D,high school,standard,2,school_bus,> 10,77,82,81
10805,14765,0,group D,some high school,free/reduced,0,private,< 5,45,47,48
10806,14768,0,group C,some college,free/reduced,1,school_bus,< 5,64,70,63
10807,14769,0,group A,associate's degree,free/reduced,1,school_bus,> 10,61,64,66
10808,14771,0,group B,associate's degree,free/reduced,0,school_bus,< 5,48,59,59
10809,14772,0,group E,associate's degree,standard,0,school_bus,5 - 10,100,96,100
10810,14773,0,group D,bachelor's degree,free/reduced,4,school_bus,> 10,57,76,72
10811,14774,0,group C,bachelor's degree,standard,3,school_bus,< 5,69,73,74
10812,14775,0,group D,associate's degree,standard,2,school_bus,5 - 10,83,79,76
10813,14777,0,group B,associate's degree,free/reduced,4,school_bus,5 - 10,68,77,75
10814,14779,0,group E,high school,standard,1,school_bus,5 - 10,97,77,68
10815,14781,0,group B,bachelor's degree,standard,3,private,5 - 10,93,88,81
10816,14782,0,group E,some high school,free/reduced,6,school_bus,5 - 10,66,81,80
10817,14783,0,group C,high school,standard,0,school_bus,< 5,63,75,75
10818,14784,0,group A,high school,free/reduced,1,school_bus,5 - 10,40,59,50
10819,14785,0,group C,some high school,standard,1,private,< 5,69,73,81
10820,14787,0,group B,some college,standard,3,private,5 - 10,48,52,49
10821,14788,0,group E,associate's degree,standard,2,school_bus,> 10,80,61,67
10822,14790,0,group B,high school,standard,0,school_bus,5 - 10,67,55,58
10823,14791,0,group B,master's degree,free/reduced,4,school_bus,5 - 10,84,91,97
10824,14792,0,group B,high school,free/reduced,3,school_bus,5 - 10,53,68,60
10825,14793,0,group E,some high school,standard,1,private,< 5,86,80,82
10826,14794,0,group C,bachelor's degree,free/reduced,3,school_bus,5 - 10,32,50,55
10827,14795,0,group B,high school,standard,1,private,5 - 10,63,71,69
10828,14797,0,group D,some high school,standard,1,school_bus,5 - 10,86,90,97
10829,14798,0,group D,some college,free/reduced,1,private,5 - 10,57,65,69
10830,14799,0,group D,associate's degree,free/reduced,5,school_bus,< 5,65,81,83
10831,14802,0,group D,high school,standard,2,school_bus,5 - 10,56,54,53
10832,14803,0,group B,some college,free/reduced,0,private,> 10,42,47,45
10833,14804,0,group B,some college,free/reduced,3,school_bus,5 - 10,58,64,56
10834,14805,0,group E,associate's degree,standard,2,school_bus,5 - 10,59,62,63
10835,14806,0,group C,some college,free/reduced,3,private,> 10,73,66,71
10836,14807,0,group D,some college,standard,1,private,> 10,85,75,72
10837,14808,0,group E,some college,standard,5,private,< 5,63,68,67
10838,14809,0,group B,some college,free/reduced,3,private,5 - 10,35,55,57
10839,14810,0,group D,high school,standard,3,private,5 - 10,67,53,56
10840,14811,0,group C,some high school,standard,1,private,< 5,75,85,87
10841,14812,0,group C,high school,standard,2,school_bus,5 - 10,50,49,43
10842,14813,0,group B,some college,standard,1,school_bus,> 10,75,64,64
10843,14814,0,group B,high school,standard,1,school_bus,5 - 10,61,61,60
10844,14815,0,group D,high school,standard,2,school_bus,5 - 10,79,79,79
10845,14819,0,group C,bachelor's degree,free/reduced,1,school_bus,< 5,47,44,42
10846,14820,0,group B,bachelor's degree,standard,3,school_bus,5 - 10,45,36,43
10847,14822,0,group C,some high school,free/reduced,1,school_bus,5 - 10,49,55,47
10848,14823,0,group C,associate's degree,free/reduced,2,school_bus,5 - 10,60,60,50
10849,14824,0,group D,high school,free/reduced,1,private,> 10,64,77,76
10850,14825,0,group D,some college,standard,3,school_bus,5 - 10,76,72,70
10851,14826,0,group D,some college,standard,7,school_bus,5 - 10,94,95,95
10852,14827,0,group D,some high school,free/reduced,1,school_bus,> 10,70,81,77
10853,14829,0,group C,high school,standard,2,school_bus,5 - 10,71,70,67
10854,14830,0,group A,high school,standard,1,private,5 - 10,71,64,67
10855,14831,0,group C,master's degree,free/reduced,1,private,5 - 10,84,100,100
10856,14832,0,group C,associate's degree,standard,2,private,< 5,76,78,83
10857,14833,0,group B,bachelor's degree,free/reduced,2,private,5 - 10,76,80,86
10858,14835,0,group E,some high school,free/reduced,1,school_bus,5 - 10,72,75,70
10859,14837,0,group C,high school,free/reduced,0,school_bus,< 5,58,65,59
10860,14838,0,group B,some high school,standard,1,school_bus,5 - 10,47,40,39
10861,14840,0,group C,some college,standard,1,school_bus,5 - 10,81,81,82
10862,14842,0,group D,some college,free/reduced,2,private,< 5,50,58,49
10863,14844,0,group B,some high school,standard,4,school_bus,< 5,82,85,92
10864,14845,0,group C,master's degree,standard,2,school_bus,5 - 10,86,92,88
10865,14846,0,group B,some college,free/reduced,1,school_bus,5 - 10,66,77,69
10866,14847,0,group D,some high school,free/reduced,0,private,5 - 10,26,37,34
10867,14848,0,group C,bachelor's degree,free/reduced,1,school_bus,5 - 10,58,75,73
10868,14850,0,group C,some high school,standard,4,private,5 - 10,33,40,41
10869,14851,0,group A,some college,free/reduced,0,school_bus,< 5,68,68,62
10870,14852,0,group D,some college,standard,1,school_bus,5 - 10,73,69,69
10871,14853,0,group B,associate's degree,standard,6,school_bus,5 - 10,75,66,61
10872,14854,0,group D,high school,standard,0,school_bus,5 - 10,84,92,84
10873,14855,0,group D,master's degree,standard,0,private,5 - 10,89,71,80
10874,14856,0,group E,associate's degree,standard,1,private,> 10,70,60,62
10875,14857,0,group A,associate's degree,standard,2,private,5 - 10,70,68,71
10876,14858,0,group B,bachelor's degree,standard,1,school_bus,> 10,70,82,88
10877,14859,0,group E,some high school,standard,3,school_bus,< 5,77,76,76
10878,14860,0,group C,associate's degree,standard,5,private,< 5,91,76,80
10879,14861,0,group A,some college,free/reduced,5,school_bus,5 - 10,55,58,50
10880,14864,0,group E,some high school,standard,3,school_bus,5 - 10,54,59,62
10881,14865,0,group C,associate's degree,free/reduced,0,school_bus,< 5,83,94,91
10882,14866,0,group C,some college,free/reduced,0,school_bus,5 - 10,62,63,59
10883,14867,0,group D,high school,free/reduced,4,school_bus,5 - 10,70,67,70
10884,14869,0,group B,some high school,standard,4,school_bus,< 5,68,69,69
10885,14870,0,group D,some college,standard,5,private,> 10,87,78,73
10886,14871,0,group E,some college,standard,0,school_bus,5 - 10,54,57,59
10887,14872,0,group C,associate's degree,free/reduced,2,private,5 - 10,74,69,69
10888,14873,0,group E,associate's degree,free/reduced,2,private,< 5,65,76,74
10889,14874,0,group C,high school,free/reduced,2,school_bus,> 10,67,59,63
10890,14875,0,group D,some high school,standard,3,private,5 - 10,48,54,62
10891,14876,0,group B,bachelor's degree,standard,2,private,5 - 10,100,92,87
10892,14877,0,group E,some high school,free/reduced,5,school_bus,5 - 10,81,87,82
10893,14878,0,group A,associate's degree,standard,2,school_bus,5 - 10,71,79,79
10894,14880,0,group B,bachelor's degree,standard,1,school_bus,5 - 10,80,73,70
10895,14881,0,group E,some college,standard,1,school_bus,5 - 10,100,98,100
10896,14882,0,group C,bachelor's degree,standard,3,school_bus,5 - 10,59,68,70
10897,14883,0,group C,some high school,standard,3,private,5 - 10,74,79,75
10898,14885,0,group B,some high school,standard,1,school_bus,> 10,71,66,63
10899,14886,0,group B,some college,standard,1,private,< 5,74,58,57
10900,14888,0,group B,associate's degree,free/reduced,1,school_bus,5 - 10,63,67,63
10901,14889,0,group D,master's degree,free/reduced,7,school_bus,5 - 10,75,91,85
10902,14890,0,group E,associate's degree,free/reduced,5,school_bus,< 5,76,88,82
10903,14891,0,group A,high school,standard,1,private,< 5,47,44,37
10904,14893,0,group B,some high school,free/reduced,1,private,5 - 10,45,53,50
10905,14894,0,group C,some high school,standard,1,private,< 5,50,66,65
10906,14896,0,group C,some high school,standard,1,private,< 5,32,42,44
10907,14897,0,group E,high school,standard,2,school_bus,5 - 10,73,63,56
10908,14899,0,group C,some college,standard,2,private,5 - 10,61,69,71
10909,14900,0,group C,high school,standard,1,school_bus,5 - 10,66,56,53
10910,14903,0,group C,associate's degree,standard,7,school_bus,5 - 10,69,64,66
10911,14904,0,group D,bachelor's degree,standard,2,private,5 - 10,73,72,71
10912,14905,0,group D,some high school,standard,1,school_bus,5 - 10,56,62,59
10913,14906,0,group B,associate's degree,free/reduced,0,private,< 5,62,76,67
10914,14908,0,group D,some high school,standard,0,school_bus,> 10,54,58,59
10915,14909,0,group D,master's degree,free/reduced,5,private,5 - 10,77,91,84
10916,14910,0,group C,associate's degree,standard,7,school_bus,5 - 10,73,65,75
10917,14911,0,group C,associate's degree,standard,1,school_bus,< 5,55,77,69
10918,14914,0,group E,high school,standard,2,school_bus,> 10,54,31,28
10919,14917,0,group E,some high school,standard,3,private,5 - 10,93,96,86
10920,14919,0,group D,bachelor's degree,standard,3,private,< 5,72,70,68
10921,14920,0,group C,high school,free/reduced,1,private,> 10,33,26,29
10922,14921,0,group D,high school,standard,2,school_bus,5 - 10,80,83,75
10923,14923,0,group D,master's degree,free/reduced,2,private,< 5,72,81,84
10924,14924,0,group B,some college,free/reduced,1,private,< 5,65,67,65
10925,14925,0,group C,bachelor's degree,free/reduced,4,school_bus,5 - 10,75,74,63
10926,14927,0,group D,high school,standard,0,private,< 5,84,85,84
10927,14928,0,group D,some college,standard,2,school_bus,< 5,79,70,69
10928,14929,0,group C,some college,standard,1,school_bus,> 10,98,90,85
10929,14930,0,group D,high school,free/reduced,1,school_bus,5 - 10,42,41,38
10930,14932,0,group B,bachelor's degree,standard,6,school_bus,5 - 10,68,71,72
10931,14933,0,group C,high school,standard,1,private,< 5,69,78,70
10932,14934,0,group C,some college,standard,3,school_bus,5 - 10,82,84,78
10933,14936,0,group D,high school,free/reduced,2,school_bus,5 - 10,52,48,50
10934,14939,0,group C,some high school,standard,2,school_bus,5 - 10,62,75,75
10935,14940,0,group B,high school,standard,1,school_bus,< 5,62,75,72
10936,14941,0,group B,associate's degree,free/reduced,5,private,5 - 10,69,77,68
10937,14942,0,group E,some college,free/reduced,4,private,5 - 10,68,81,80
10938,14943,0,group E,bachelor's degree,standard,0,private,5 - 10,100,100,96
10939,14944,0,group E,some high school,free/reduced,1,school_bus,< 5,78,62,65
10940,14946,0,group D,some college,standard,3,school_bus,5 - 10,67,65,64
10941,14947,0,group C,some college,standard,2,school_bus,5 - 10,61,80,78
10942,14948,0,group C,some college,free/reduced,0,school_bus,5 - 10,46,56,58
10943,14949,0,group D,some high school,standard,1,school_bus,5 - 10,81,86,80
10944,14950,0,group C,master's degree,standard,1,school_bus,5 - 10,66,62,56
10945,14951,0,group E,associate's degree,standard,1,school_bus,< 5,80,87,91
10946,14953,0,group E,high school,free/reduced,1,school_bus,5 - 10,93,71,69
10947,14954,0,group B,some college,standard,4,private,5 - 10,60,66,69
10948,14956,0,group E,some college,free/reduced,4,school_bus,< 5,81,74,78
10949,14957,0,group D,high school,standard,0,school_bus,< 5,73,72,71
10950,14958,0,group B,some college,free/reduced,0,school_bus,> 10,49,65,65
10951,14959,0,group C,bachelor's degree,standard,0,school_bus,5 - 10,95,85,82
10952,14960,0,group E,some college,standard,4,private,5 - 10,97,90,91
10953,14962,0,group C,associate's degree,standard,0,private,5 - 10,81,72,74
10954,14963,0,group C,associate's degree,free/reduced,2,private,> 10,66,77,75
10955,14964,0,group D,bachelor's degree,standard,3,private,> 10,80,79,84
10956,14965,0,group C,bachelor's degree,free/reduced,0,private,5 - 10,80,78,79
10957,14966,0,group E,some college,free/reduced,1,school_bus,> 10,94,71,70
10958,14968,0,group C,some college,standard,2,school_bus,5 - 10,60,64,68
10959,14971,0,group E,high school,standard,1,private,5 - 10,82,93,94
10960,14972,0,group B,some college,standard,3,school_bus,5 - 10,81,86,80
10961,14973,0,group C,some high school,standard,2,private,> 10,68,75,77
10962,14974,0,group C,some college,free/reduced,1,school_bus,> 10,47,48,46
10963,14978,0,group C,master's degree,standard,4,school_bus,> 10,100,89,87
10964,14979,0,group D,high school,standard,3,school_bus,> 10,90,98,99
10965,14981,0,group B,associate's degree,free/reduced,1,school_bus,< 5,45,44,48
10966,14982,0,group C,master's degree,standard,1,private,< 5,71,76,79
10967,14983,0,group C,associate's degree,standard,0,school_bus,< 5,89,90,95
10968,14984,0,group C,some high school,standard,1,school_bus,< 5,61,57,60
10969,14985,0,group C,high school,free/reduced,1,school_bus,5 - 10,38,50,46
10970,14987,0,group C,associate's degree,standard,4,private,< 5,57,65,64
10971,14988,0,group A,some high school,standard,4,school_bus,> 10,57,59,55
10972,14989,0,group C,high school,free/reduced,4,school_bus,> 10,67,65,64
10973,14991,0,group C,some high school,free/reduced,1,private,5 - 10,41,63,57
10974,14992,0,group D,high school,free/reduced,4,private,< 5,49,51,43
10975,14993,0,group D,some college,free/reduced,1,private,5 - 10,64,55,61
10976,14994,0,group D,master's degree,standard,2,school_bus,5 - 10,58,59,61
10977,14996,0,group C,some college,standard,3,private,> 10,85,100,100
10978,14997,0,group C,some high school,standard,2,private,< 5,54,52,53
10979,14999,0,group A,associate's degree,standard,2,private,> 10,83,77,74
10980,15001,0,group E,bachelor's degree,standard,4,school_bus,5 - 10,97,81,81
10981,15002,0,group E,associate's degree,standard,3,school_bus,< 5,90,79,76
10982,15005,0,group E,bachelor's degree,free/reduced,4,school_bus,< 5,47,37,38
